SKU,Description,Name,Price,Short Description,Image
OA9208,"<ul><li>30 mm x 6 mm (1.181"" x 0.236"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 30 mm x 6 mm ,16.07,"<ul><li>30 mm x 6 mm (1.181"" x 0.236"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9208.jpg
OA9209,"<ul><li>40 mm x 6 mm (1.575"" x 0.236"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 40 mm x 6 mm ,21.43,"<ul><li>40 mm x 6 mm (1.575"" x 0.236"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9209.jpg
OA9210,"<ul><li>50 mm x 6 mm (1.969"" x 0.236"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 50 mm x 6 mm ,26.78,"<ul><li>50 mm x 6 mm (1.969"" x 0.236"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9210.jpg
OA7521,"Aluminum Bar, 8 mm x 10 mm Flat Bar

</li><li>8 mm x 10 mm (.315"" x .394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 10 mm x 8 mm  ,7.14,"</li><li>8 mm x 10 mm (.315"" x .394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7521.jpg
OA7520,"Aluminum Bar, 8 mm x 15 mm Flat Bar

</li><li>8 mm x 15 mm (.315"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 15 mm x 8 mm  ,10.71,"</li><li>8 mm x 15 mm (.315"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7520.jpg
OA7519,"Aluminum Bar, 8 mm x 20 mm Flat Bar

</li><li>8 mm x 20 mm (.315"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 20 mm x 8 mm ,14.28,"</li><li>8 mm x 20 mm (.315"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7519.jpg
OA7518,"Aluminum Bar, 8 mm x 25 mm Flat Bar

</li><li>8 mm x 25 mm (.315"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 25 mm x 8 mm ,17.86,"</li><li>8 mm x 25 mm (.315"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7518.jpg
OA9211,"<ul><li>30 mm x 8 mm (1.181"" x 0.315"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 30 mm x 8 mm ,21.43,"<ul><li>30 mm x 8 mm (1.181"" x 0.315"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9211.jpg
OA9212,"<ul><li>40 mm x 8 mm (1.575"" x 0.315"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 40 mm  x 8 mm  ,28.57,"<ul><li>40 mm x 8 mm (1.575"" x 0.315"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9212.jpg
OA9213,"<ul><li>50 mm x 8 mm (1.969"" x 0.315"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 50 mm x 8 mm  ,35.71,"<ul><li>50 mm x 8 mm (1.969"" x 0.315"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9213.jpg
OA7517,"Aluminum Bar, 10 mm x 10 mm Flat Bar

</li><li>10 mm x 10 mm (.394"" x .394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 10 mm x 10 mm  ,8.93,"</li><li>10 mm x 10 mm (.394"" x .394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7517.jpg
OA7516,"Aluminum Bar, 10 mm x 15 mm Flat Bar

</li><li>10 mm x 15 mm (.394"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 15 mm x 10 mm  ,13.39,"</li><li>10 mm x 15 mm (.394"" x .591"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7516.jpg
OA7515,"Aluminum Bar, 10 mm x 20 mm Flat Bar

</li><li>10 mm x 20 mm (.394"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi-Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 20 mm x 10 mm  ,17.86,"</li><li>10 mm x 20 mm (.394"" x .787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7515.jpg
OA7514,"Aluminum Bar, 10 mm x 25 mm Flat Bar

</li><li>10 mm x 25 mm (.394"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper",Flat Bar: 25 mm x 10 mm  ,22.32,"</li><li>10 mm x 25 mm (.394"" x .984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/5/7514.jpg
OA9214,"<ul><li>30 mm x 10 mm (1.181"" x 0.394"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 30 mm x 10 mm  ,26.78,"<ul><li>30 mm x 10 mm (1.181"" x 0.394"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9214.jpg
OA7845,"Aluminum, 10 mm x 50 mm Rectangle

</li><li>10 mm x 50 mm (.394"" x 1.968"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper",Flat Bar: 50 mm x 10 mm  ,44.64,"</li><li>10 mm x 50 mm (.394"" x 1.968"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/7/8/7845_2.jpg
OA9215,"<ul><li>15 mm x 15 mm (0.591"" x 0.591"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 15 mm x 15 mm  ,20.09,"<ul><li>15 mm x 15 mm (0.591"" x 0.591"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9215.jpg
OA9216,"<ul><li>20 mm x 15 mm (0.787"" x 0.591"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 20 mm x 15 mm ,26.78,"<ul><li>20 mm x 15 mm (0.787"" x 0.591"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9216.jpg
OA9217,"<ul><li>30 mm x 15 mm (1.181"" x 0.591"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 30 mm x 15 mm  ,40.18,"<ul><li>30 mm x 15 mm (1.181"" x 0.591"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9217.jpg
OA9218,"<ul><li>40 mm x 15 mm (1.575"" x 0.591"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 40 mm x 15 mm  ,53.57,"<ul><li>40 mm x 15 mm (1.575"" x 0.591"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9218.jpg
OA9219,"<ul><li>50 mm x 15 mm (1.969"" x 0.591"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 50 mm x 15 mm  ,66.96,"<ul><li>50 mm x 15 mm (1.969"" x 0.591"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9219.jpg
OA9220,"<ul><li>20 mm x 20 mm (0.787"" x 0.787"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 20 mm x 20 mm ,35.71,"<ul><li>20 mm x 20 mm (0.787"" x 0.787"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9220.jpg
OA9221,"<ul><li>30 mm x 20 mm (1.181"" x 0.787"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 30 mm x 20 mm  ,53.57,"<ul><li>30 mm x 20 mm (1.181"" x 0.787"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9221.jpg
OA9223,"<ul><li>50 mm x 20 mm (1.969"" x 0.787"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 50 mm x 20 mm  ,89.28,"<ul><li>50 mm x 20 mm (1.969"" x 0.787"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9223.jpg
OA9224,"<ul><li>25 mm x 25 mm (0.984"" x 0.984"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 25 mm x 25 mm  ,55.8,"<ul><li>25 mm x 25 mm (0.984"" x 0.984"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9224.jpg
OA9225,"<ul><li>40 mm x 25 mm (1.575"" x 0.984"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 40 mm x 25 mm  ,89.28,"<ul><li>40 mm x 25 mm (1.575"" x 0.984"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9225.jpg
OA9226,"<ul><li>50 mm x 25 mm (1.969"" x 0.984"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 50 mm x 25 mm,111.6,"<ul><li>50 mm x 25 mm (1.969"" x 0.984"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9226.jpg
OA9227,"<ul><li>30 mm x 30 mm (1.181"" x 1.181"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 30 mm x 30 mm  ,80.35,"<ul><li>30 mm x 30 mm (1.181"" x 1.181"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9227.jpg
OA9228,"<ul><li>40 mm x 30 mm (1.575"" x 1.181"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 40 mm x 30 mm ,107.14,"<ul><li>40 mm x 30 mm (1.575"" x 1.181"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9228.jpg
OA9229,"<ul><li>50 mm x 30 mm (1.969"" x 1.181"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 50 mm x 30 mm  ,133.92,"<ul><li>50 mm x 30 mm (1.969"" x 1.181"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9229.jpg
OA9230,"<ul><li>40 mm x 40 mm (1.575"" x 1.575"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 40 mm x 40 mm  ,142.85,"<ul><li>40 mm x 40 mm (1.575"" x 1.575"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9230.jpg
OA9231,"<ul><li>50 mm x 40 mm (1.969"" x 1.575"" )</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>",Flat Bar: 50 mm x 40 mm ,178.56,"<ul><li>50 mm x 40 mm (1.969"" x 1.575"" )</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9231.jpg
OA7596,"<ul><li>1.050"" OD x 0.113"" Wall</li><li>5 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>",3/4 NPS Schedule 40 Pipe,9.97,"<ul><li>1.050"" OD x 0.113"" Wall</li><li>5 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/7/5/7596.jpg
OA7644,"<ul><li>1.315"" OD x 0.133"" Wall</li><li>5 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>","1-23/73"" NPS Schedule 40 Pipe",14.83,"<ul><li>1.315"" OD x 0.133"" Wall</li><li>5 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/7/6/7644.jpg
OA7645,"<ul><li>1.660"" OD x 0.140"" Wall</li><li>5 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>",1-1/4 NPS Schedule 40 Pipe,20.05,"<ul><li>1.660"" OD x 0.140"" Wall</li><li>5 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/7/6/7645.jpg
OA7595,"<ul><li>1.900"" OD x 0.145"" Wall</li><li>5 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper</li></ul>",1-1/2 NPS Schedule 40 Pipe,23.98,"<ul><li>1.900"" OD x 0.145"" Wall</li><li>5 Foot Cut Length</li><li>Mill Finish</li><li>6063-T5</li></ul>",/7/5/7595.jpg
OA7646,"Mill Finish Aluminum 2-3/8"" OD x 2-1/16"" ID Structural Round Hollow Tube

</li><li>2-3/8"" OD x 2-1/16"" ID x 5/32"" Wall (2.375"" x 2.067 x .154"")
</li><li>5 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","2-3/8"" NPS Schedule 40 Pipe",32.25,"</li><li>2-3/8"" OD x 2-1/16"" ID x 5/32"" Wall (2.375"" x 2.067 x .154"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/7/6/7646_3.jpg
OA2729,"Aluminum Bar, 1/16"" x 3/4"" Rectangular Flat Bar

</li><li>1/16"" x 3/4"" (.062"" x .750"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","Flat Bar: 3/4"" x 1/16""",2.69,"</li><li>1/16"" x 3/4"" (.062"" x .750"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/2/7/2729.jpg
OA4507,"Aluminum Bar, 1/16"" x 1"" Flat Bar

</li><li>1/16"" x 1"" (.062"" x 1.000"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","Flat Bar: 1"" x 1/16""",3.51,"</li><li>1/16"" x 1"" (.062"" x 1.000"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/4/5/4507.jpg
OA5695,"Aluminum Bar, 1/16"" x 1-1/4"" Rectangular Flat Bar

</li><li>1/16"" x 1-1/4"" (.062"" x 1.250"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","Flat Bar: 1-1/4"" x 1/16""",4.51,"</li><li>1/16"" x 1-1/4"" (.062"" x 1.250"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/5/6/5695.jpg
OA6364,"Aluminum Bar, 1/16"" x 1-1/2"" Rectangular Flat Bar

</li><li>1/16"" x 1-1/2"" (.062"" x 1.500"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","Flat Bar: 1-1/2"" x 1/16""",5.13,"</li><li>1/16"" x 1-1/2"" (.062"" x 1.500"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/6/3/6364.jpg
OA3794,"Aluminum Bar, 1/16"" x 2-1/2"" Rectangular Flat Bar 

</li><li>1/16"" x 2-1/2"" (.062"" x 2.500"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Flat Bar: 2-1/2"" x 1/16""",9.41,"</li><li>1/16"" x 2-1/2"" (.062"" x 2.500"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/3/7/3794_2.jpg
OA9258,"<ul><li>1/8"" x 1/16"" (0.125"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 1/8"" x 1/16""",0.48,"<ul><li>1/8"" x 1/16"" (0.125"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9258.jpg
OA9259,"<ul><li>1/4"" x 1/16"" (0.25"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 1/4"" x 1/16""",0.91,"<ul><li>1/4"" x 1/16"" (0.25"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9259.jpg
OA9260,"<ul><li>3/8"" x 1/16"" (0.375"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 3/8"" x 1/16""",1.34,"<ul><li>3/8"" x 1/16"" (0.375"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9260.jpg
OA9261,"<ul><li>5/8"" x 1/16"" (0.625"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 5/8"" x 1/16""",2.23,"<ul><li>5/8"" x 1/16"" (0.625"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9261.jpg
OA9262,"<ul><li>7/8"" x 1/16"" (0.875"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 7/8"" x 1/16""",3.12,"<ul><li>7/8"" x 1/16"" (0.875"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9262.jpg
OA9263,"<ul><li>1-3/4"" x 1/16"" (1.75"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 1-3/4"" x 1/16""",6.29,"<ul><li>1-3/4"" x 1/16"" (1.75"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9263.jpg
OA9264,"<ul><li>2-1/4"" x 1/16"" (2.25"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 2-1/4"" x 1/16""",8.06,"<ul><li>2-1/4"" x 1/16"" (2.25"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9264.jpg
OA9265,"<ul><li>2-3/4"" x 1/16"" (2.75"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 2-3/4"" x 1/16""",9.82,"<ul><li>2-3/4"" x 1/16"" (2.75"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9265.jpg
OA9266,"<ul><li>3"" x 1/16"" (3.00"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 3"" x 1/16""",10.71,"<ul><li>3"" x 1/16"" (3.00"" x 0.063"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9266.jpg
OA9267,"<ul><li>3/8"" x 3/32"" (0.375"" x 0.094"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 3/8"" x 3/32""",2.03,"<ul><li>3/8"" x 3/32"" (0.375"" x 0.094"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9267.jpg
OA9269,"<ul><li>2"" x 3/32"" (2.00"" x 0.094"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 2"" x 3/32""",10.83,"<ul><li>2"" x 3/32"" (2.00"" x 0.094"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9269.jpg
OA9270,"<ul><li>3"" x 3/32"" (3.00"" x 0.094"")</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Flat Bar: 3"" x 3/32""",16.24,"<ul><li>3"" x 3/32"" (3.00"" x 0.094"")</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/2/9270.jpg
OA1058-8M,"Aluminum File Hanging rail 1/2"" Tall x 1/8"" Thick, Pendaflex Rails are Used as Cross-Section in which the Files Rest Atop within a Drawers Structure.  Available in Black Anodize Finish

</li><li>1/8"" Wall x 1/2"" H(.125"" x .500"")

</li><li>8 Foot Cut Length

</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)

</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Flat Bar: 1/2"" x 1/8""",4.8,"</li><li>1/8"" Wall x 1/2"" H(.125"" x .500"")

</li><li>8 Foot Cut Length

</li><li>Mill Finish

</li><li>6063-T5",/1/0/1058_7.jpg
OA4978,"Aluminum Bar, 1/16"" x 1/2"" Rectangular Flat Bar

</li><li>1/8"" x 5/8"" (.125"" x .625"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","Flat Bar: 5/8"" x 1/8""",6,"</li><li>1/8"" x 15/8""  (.062"" x .500"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6
",/4/9/4978.jpg
OA2126-8M,"Aluminum File Hanging Rail 3/4"" Tall x 1/8"" Thick, Pendaflex Rails are Used as Cross-Section in which the Files Rest Atop within a Drawers Structure.  Available in Black Anodize Finish

</li><li>1/8"" Wall x 3/4"" H(.125"" x .750"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","Flat Bar: 3/4"" x 1/8""",7.2,"</li><li>1/8"" Wall x 3/4"" H(.125"" x .750"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/2/1/2126_7.jpg
